city2,genus,PLACEFIPS,FIPS,STFIPS.x,HOUSEUNITS,POPULATION,ecoprovmajority,NAME.y,fdmed1stmean,fdmedlastmean,frzfremedmean,gddmenmean,logdnsmean,logdtrmean,logdtrdnsmean,mindexmean,phmnxtmpmean,pptmeasmean,pptmenmean,tmpmaxmean,tmpmaxsummean,uselevmean,phzone,ha,ecoprovmaj,xcoord,ycoord,namestate,County,inc_1969,inc_1979,inc_1989,State,Mean.YEAR,Mean.Value,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,coastdat.coast3,canopy,city,small,med,large,state,trait_value.diameter.at.breast.height..1.3.m.,trait_value.leaf.area,trait_value.leaf.dry.mass,trait_value.seed.mass,trait_value.whole.plant.height,OrigValueStr.Leaf.length,OrigValueStr.Leaf.thickness,OrigValueStr.Leaf.width,OrigValueStr.Plant.growth.rate,OrigValueStr.Plant.height.vegetative,OrigValueStr.Plant.lifespan..longevity.,OrigValueStr.Stem.diameter,small_cor,med_cor,large_cor,log_small
ROSEVILLE MN,abies,2755852,34025,27,15490,35313,222,ROSEVILLE,277.875,122.125,155.75,2837,209.3333333,0,180.1666667,0.359693378,-3035.090909,101.5,800.625,127.875,270.3333359,287.8977345,42,3584.54616,222,223983,2450800,RamseyMinnesota,"Ramsey County, MN",18832,31736,31239,Minnesota,1968.898879,252702.2739,71,111,25,11467,285,-159,444,211,-86,211,-86,756,111,21,49,314,70,314,70,1164499.846,0.109835304,ROSEVILLE,,,,MN,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
ROUNDUP MT,abies,3064525,37067,30,973,1806,331,ROUNDUP,260,133,127,2405.303264,203.3333333,1,178,-0.030167036,-3140,58,339,158.3921366,285,979.8490153,42,347.05866,331,-963413,2670245,ButlerKansas,"Butler County, KS",31012,30928,23349,Kansas,1951.81407,115503.876,80,159,37,9074,309,-118,427,173,-25,200,-35,336,64,10,60,157,34,126,34,1049064.913,0.048611618,ROUNDUP,,,,MT,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
ROWLEY IA,abies,1969060,26025,19,116,267,222,ROWLEY,272,125,147,2809,161.2882573,17.46547995,217.1921715,0.392534822,-2810.71332,94,885,139,275.3333435,293.5081967,51,93.23964,222,339948,2159557,BuchananIowa,"Buchanan County, IA",17468,26921,21694,Iowa,1966.145038,100721.1538,82,119,27,10849,290,-140,430,214,-68,214,-68,874,114,25,45,334,88,334,88,1292899.716,0.031282799,ROWLEY,,,,IA,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
ROYAL OAK MI,abies,2670040,31133,26,30207,58390,222,ROYAL OAK,292.25,118.5,173.75,2974.75,219.78125,0,139.8125,0.297332659,-2192,112.5,822.75,147.5,273.125,203.430597,61,3053.59821,222,1045927,2238564,OaklandMichigan,"Oakland County, MI",17799,42433,41018,Michigan,1957.960097,188703.9865,94,102,27,9640,287,-85,372,215,-22,215,-34,796,87,41,21,248,144,248,148,654588.4338,0.1911971,ROYAL OAK,,,,MI,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
RUGBY ND,abies,3868860,42133,38,1407,2982,332,RUGBY,262,135,127,2210.5,204,7.4,207,0.221066616,-3574,72,459.5,107,265.5,470.7507418,32,510.22803,332,-298598,2824823,PierceNorth Dakota,"Pierce County, ND",25312,20344,19274,North Dakota,1965.664596,116340.3614,41,131,26,12444,283,-206,489,194,-128,194,-128,426,75,10,63,202,35,202,35,1046889.742,0.001284857,RUGBY,,,,ND,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
RUSHVILLE IN,abies,1866438,24001,18,2928,6253,222,RUSHVILLE,283,118.3333333,164.6666667,3268.666667,216.375,3.625,225.875,0.362388939,-2317.444444,108,1076,163,282.1111145,302.8659696,61,800.30691,222,896022,1893685,RushIndiana,"Rush County, IN",20843,25991,23016,Indiana,1957.224991,91983.60656,106,119,31,9144,294,-81,375,200,-18,219,-18,1052,120,63,20,331,206,302,206,706828.4468,0.092801391,RUSHVILLE,,,,IN,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
RUTHERFORD NJ,abies,3465280,39081,34,7278,18791,221,RUTHERFORD,302.3527805,103.2224549,199.1303256,3489.618838,201.8333333,7.333333333,136,0.366218671,-1615.142857,104.7170478,1227.5,167,280.8333435,16.91124871,71,732.96717,221,1815397,2188958,BergenNew Jersey,"Bergen County, NJ",24341,40305,39828,New Jersey,1950.040239,449751.1532,117,100,28,8851,296,-53,349,223,1,230,1,1173,110,78,10,317,257,308,257,9492.990394,0.198060234,RUTHERFORD,,,,NJ,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
RYAN IA,abies,1969465,26107,19,171,361,222,RYAN,272.2685298,126.7314702,145.5370596,2714.907639,190.4124153,16.16482333,251.7834463,0.409575441,-2854.245939,96,885.9646567,139.3215522,274.3215522,305,51,111.36957,222,369409,2159102,DelawareIowa,"Delaware County, IA",22300,26796,21571,Iowa,1957.835821,104674.7967,80,120,27,10848,289,-144,433,211,-71,211,-71,883,115,25,44,336,89,336,89,1264034.689,0.038955954,RYAN,,,,IA,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
SABULA IA,abies,1969510,26151,19,321,568,222,SABULA,284.2198012,115.6440089,168.5757923,3027.052241,154.6666667,24.66666667,219.3333333,0.358045638,-2642,99,911.3267068,148.2948425,281.2273999,178.6892523,51,326.33874,222,478380,2133031,CarrollIllinois,"Carroll County, IL",17885,26382,24945,Illinois,1957.39726,96685.08287,87,116,27,10434,289,-126,415,214,-56,214,-56,892,110,29,36,316,109,316,109,1152002.204,0.019431724,SABULA,,,,IA,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
SACO MT,abies,3065050,37035,30,127,197,331,SACO,256.105782,138.7078957,117.3978863,2086.928366,165.117457,13.96389416,209.6620369,0.06150867,-3658.5,53.57292465,284.5085936,130.2238792,273.6666565,665.8521739,32,85.46967,331,-845332,2878999,CoffeyKansas,"Coffey County, KS",24435,23317,15138,Kansas,1955.084746,78947.36842,52,150,31,11235,293,-186,479,166,-100,191,-100,291,59,7,69,153,25,133,25,1112413.065,0.000923567,SACO,,,,MT,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
SAFETY HARBOR FL,abies,1262425,31153,12,8062,17109,232,SAFETY HARBOR,365,29,336,8252.5,212.5454545,3.454545455,202.8181818,-0.057736232,-102.3076923,97.5,1276.25,276.75,323.3333282,6.053435115,101,1289.81502,232,1308791,640661,DubuqueIowa,"Dubuque County, IA",28276,32501,28542,Iowa,1982.456226,241014.6805,223,102,45,4643,326,100,226,276,171,277,160,1256,209,48,52,569,183,536,206,1577.500812,0.309252545,SAFETY HARBOR,,,,FL,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
SALEM MA,abies,2559105,30043,25,19130,42984,221,SALEM,289.5,116.5,173,2656,193.5909091,17.5,184.2272727,0.358583535,-1888.809524,114.5,1192.333333,148.6666667,260.8888855,15.17500875,62,2165.23164,221,2025741,2437159,EssexMassachusetts,"Essex County, MA",18729,30291,30059,Massachusetts,1953.156273,346713.9398,96,107,29,8743,278,-80,358,8,208,208,-19,1149,119,81,11,325,253,253,300,1424.963388,0.288690407,SALEM,,,,MA,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
SALINE MI,abies,2671140,31017,26,3923,9087,222,SALINE,288.6666667,120,168.6666667,2927,155.3,21.4,187.5,0.324745317,-2219.454545,115.3333333,856,147.6666667,274.4444478,239.6888587,61,1121.46567,222,1000203,2194747,WashtenawMichigan,"Washtenaw County, MI",25135,34680,33880,Michigan,1977.663268,203300.07,88,107,28,9563,280,-95,375,207,-26,207,-40,825,87,44,20,248,151,248,155,676214.3895,0.170172663,SALINE,,,,MI,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
SAN BERNARDINO CA,abies,665000,17011,6,65401,215256,2620,SAN BERNARDINO,341.5609756,56.07317073,285.4878049,5203.560976,170.7204969,18.2484472,158.378882,-0.44608874,-154.5493827,36.56097561,449.1707317,253.1463415,331.8211357,430.8146344,92,16042.39806,2620,-1932693,1448187,San BernardinoCalifornia,"San Bernardino County, CA",21574,29262,26267,California,1968.708821,185058.0772,180,162,51,5322,355,40,315,123,247,253,117,352,73,2,86,196,8,14,188,80847.85257,0.007453229,SAN BERNARDINO,,,,CA,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
SAN FRANCISCO CA,abies,667000,17141,6,376942,847576,261,SAN FRANCISCO,-1,-1,-1,2725.290323,231.0081301,9.292682927,142.8292683,-0.334294824,203.8487395,57.80645161,578.4827586,176.8275862,195.9195383,61.36544172,102,12271.37262,261,-2277984,1954431,MarinCalifornia,"Marin County, CA",48544,41145,39542,California,1953.913966,756165.9855,139,80,52,2331,218,67,151,108,160,167,108,608,127,1,88,321,8,48,321,5140.11718,0.085794152,SAN FRANCISCO,,,,CA,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
SAN GABRIEL CA,abies,667042,17163,6,13237,40707,261,SAN GABRIEL,362.25,27.75,334.5,5603.75,222.2727273,0,134,-0.50104773,57.45454545,30,455.25,254.5,301.5833282,121.029745,101,1072.25586,261,-2005694,1459833,Los AngelesCalifornia,"Los Angeles County, CA",34965,29410,29127,California,1960.718324,636586.9124,182,138,54,3959,315,61,254,140,229,236,135,437,96,0,95,268,6,14,245,34168.5094,0.037425693,SAN GABRIEL,,,,CA,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
SAN JOSE CA,abies,668000,17177,6,314038,1017232,261,SAN JOSE,341.1140351,50.37719298,290.7368421,3699.096491,157.5095541,29.22080679,126.9002123,-0.394834632,-178.193133,48.60526316,496.1478261,222.8347826,285.7217402,89.25127415,92,46314.20118,261,-2241653,1891168,AlamedaCalifornia,"Alameda County, CA",14950,31335,29851,California,1974.528464,625525.0015,154,131,53,4168,287,41,246,110,203,205,100,409,85,1,86,214,4,9,214,23151.95408,0.058637255,SAN JOSE,,,,CA,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
SAN MARCOS CA,abies,668196,17113,6,28641,92547,261,SAN MARCOS,360.125,43.125,317,4725.0625,129.8,27.35384615,129.8615385,-0.485712156,-36,37,355.5333333,242.4666667,288.6222209,230.935104,101,6316.98561,261,-1946885,1336152,San DiegoCalifornia,"San Diego County, CA",35022,28664,27887,California,1988.369327,426950.7096,168,121,53,3753,285,57,228,127,212,220,123,340,69,1,86,189,6,12,176,14148.36623,0.011606082,SAN MARCOS,,,,CA,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
SAN RAMON CA,abies,668378,17031,6,26222,78180,2620,SAN RAMON,338.0909091,61.72727273,276.3636364,3411.454545,133.2244898,33.32653061,123.0816327,-0.281666949,-249.875,53.72727273,506.7272727,213.6363636,286.0303095,176.3257719,92,4817.3814,2620,-2235274,1943142,AlamedaCalifornia,"Alameda County, CA",19438,31335,29851,California,1990.119268,732618.8406,147,131,51,4509,289,33,256,89,200,204,89,461,94,1,85,239,6,10,239,22378.11145,0.046952982,SAN RAMON,,,,CA,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
SANDUSKY OH,abies,3970380,42051,39,13386,25070,222,SANDUSKY,301,108.5,192.5,3083.25,206.1818182,10.04545455,184.9545455,0.299040549,-2023.6,117,879,143,264.8666687,176.4741246,62,2452.72053,222,1098311,2125881,ErieOhio,"Erie County, OH",26080,32056,30418,Ohio,1954.899758,125236.6609,100,97,26,9429,283,-79,362,217,-25,217,-25,872,96,44,22,276,158,276,158,558088.6349,0.091950924,SANDUSKY OH,,,,MISC,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
SANTA BARBARA CA,abies,669070,17043,6,37820,91554,261,SANTA BARBARA,48.85714286,2.214285714,45.78571429,3769,201.8478261,2.608695652,148.8043478,-0.480220292,35.42,28.14285714,469.5,218.2142857,252.880952,85.89276139,101,5091.92034,261,-2140659,1531431,Santa BarbaraCalifornia,"Santa Barbara County, CA",13849,30098,28089,California,1962.928522,760000.7166,156,116,56,3089,258,54,204,122,191,197,118,453,102,0,101,280,2,5,269,3420.148045,0.05673976,STA BARBARA,,,,CA,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
SARASOTA SPRINGS FL,abies,1264325,19057,12,7096,14868,232,SARASOTA SPRINGS,362,28.5,333.5,8293,214.4545455,0,132.9090909,-0.043767781,-138.3333333,97,1335.5,285,327.1666718,6.334683955,92,937.57638,232,1341015,567317,SarasotaFlorida,"Sarasota County, FL",22799,25251,20536,Florida,1974.207343,158895.5782,224,114,49,4253,328,99,229,274,177,274,166,1337,234,36,62,639,171,639,193,5979.618219,0.208889635,SARASOTA SPRNGS,,,,FL,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
SAUGERTIES NY,abies,3665288,40131,36,2002,3933,221,SAUGERTIES,283.3993718,120.6483038,162.7510681,2974.880277,154.1666667,18.16666667,167,0.375332593,-2317.5,112.6013279,1177.797407,153.7617732,276.5033322,23.53092784,61,585.33774,221,1795937,2328611,ColumbiaNew York,"Columbia County, NY",28490,25117,23818,New York,1951.526596,221044.0986,93,126,32,9274,292,-100,392,188,-19,209,-31,1051,104,68,11,298,223,286,227,117259.3066,0.382605688,SAUGERTIES,,,,NY,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
SAVANNAH GA,abies,1369000,19165,13,61883,145612,232,SAVANNAH,319.9253731,70.74626866,249.1791045,6265.149254,126.6528302,41.11320755,125.2113208,0.136036889,-760.4030418,100.7014925,1254.101449,250.7681159,322.4202876,4.801137,82,27104.24535,232,1387515,1103718,BryanGeorgia,"Bryan County, GA",22383,22836,19082,Georgia,1968.471886,187874.0191,190,112,39,6390,325,38,287,265,151,269,106,1250,176,49,38,485,189,477,242,9552.499061,0.375622975,SAVANNAH,,,,GA,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
SCHAUMBURG IL,abies,1768003,22109,17,33610,75878,222,SCHAUMBURG,284.3846154,120.6153846,163.7692308,2937.923077,204.0816327,1.142857143,165.5306122,0.36228905,-2503.695652,103.0769231,935.2307692,145.7692308,274.2051274,235.742714,52,5001.27069,222,650195,2141423,CookIllinois,"Cook County, IL",18992,32151,32202,Illinois,1978.779193,262590.9906,89,110,27,10049,286,-112,398,213,-47,213,-47,921,105,33,31,309,132,309,132,987131.1051,0.084554944,SCHAUMBURG,,,,IL,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
SCHENECTADY NY,abies,3665508,40135,36,30095,67249,221,SCHENECTADY,283.1666667,120,163.1666667,2621.833333,210.7586207,1.586206897,152.862069,0.379891033,-2462.296296,116.1666667,955.1666667,139.6666667,264.7777863,101.9113248,52,2841.21903,221,1778882,2408154,AlbanyNew York,"Albany County, NY",22140,28497,29546,New York,1947.884058,128425.4808,84,116,29,9608,284,-111,395,183,-44,205,-44,961,93,59,13,271,199,269,199,187753.4456,0.244102475,SCHENECTADY,,,,NY,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
SCHUYLER NE,abies,3144035,37161,31,1972,6331,251,SCHUYLER,279.1512475,116.8438683,162.3073792,3475.878677,201.1428571,11.14285714,144.4285714,0.221183617,-2578.285714,75,725.2414159,161,296.0231005,413.6178947,52,722.60721,251,-88054,2049819,ColfaxNebraska,"Colfax County, NE",20181,21769,18609,Nebraska,1963.676923,93745.004,100,128,29,10689,313,-120,433,211,-44,233,-44,719,114,13,55,298,55,278,55,1312544.838,0.07472005,SCHUYLER,,,,NE,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
SEDALIA MO,abies,2966440,36045,29,9979,21602,251,SEDALIA,287,105,182,3944.333333,188.6857143,9.4,170.6571429,0.321070947,-2322.424242,95.88888889,1051.666667,182,302.2592672,261.3567367,61,3478.35657,251,238183,1745228,PettisMissouri,"Pettis County, MO",26103,22452,18886,Missouri,1961.62971,100432.4216,120,123,30,9623,316,-85,401,175,-11,239,-11,1025,124,36,33,347,130,314,130,969653.496,0.084002328,SEDALIA,,,,MO,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
SELINSGROVE PA,abies,4269216,48201,42,1934,5651,2210,SELINSGROVE,287,122.7724577,164.2275423,2887.984028,209.2,0,172.4,0.374215335,-1997,110.4107431,1068.747391,158.3971762,276.565668,147.3606811,62,492.0981,2210,1590438,2137286,NorthumberlandPennsylvania,"Northumberland County, PA",26639,21668,20183,Pennsylvania,1954.55945,137048.8941,102,119,32,8954,293,-77,370,193,-17,215,-17,1035,106,65,14,303,211,294,211,153731.7199,0.104408268,SELINSGROVE,,,,PA,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
SHELBY MT,abies,3067450,37047,30,1371,3405,331,SHELBY,254,144,110,1856,108.0625,23.5625,126.8125,0.023340812,-3363,63,301,134,262.8888855,1017.964694,41,1528.0941,331,-1178612,2932234,LyonKansas,"Lyon County, KS",24050,26699,20466,Kansas,1963.284644,151864.0351,61,147,35,9180,277,-138,415,154,-58,178,-58,295,60,6,70,148,24,131,24,774915.6837,0.017513115,SHELBY,,,,MT,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
SHELTON NE,abies,3144700,37167,31,442,1190,332,SHELTON,277,120,157,3239,186.7707657,8.998057474,173.3591709,0.168257032,-2524.666667,70,660,167,295.6666565,617,52,189.06927,332,-228536,1977505,BuffaloNebraska,"Buffalo County, NE",21791,25474,20665,Nebraska,1956.487026,103043.4783,98,140,32,10302,314,-121,435,206,-38,229,-38,653,105,11,58,290,45,261,45,1279734.42,0.060949905,SHELTON,,,,NE,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
SHENANDOAH TX,abies,4867400,54077,48,1059,2752,232,SHENANDOAH,331,62,269,6874.072446,170.75,7,186,0.082169585,-620.5,84.48871327,1250.775117,260,338.4504561,48.35377358,91,484.32813,232,52358,789928,MontgomeryTexas,"Montgomery County, TX",26377,37503,24595,Texas,1991.775591,326866.8831,199,120,39,6560,345,41,304,236,159,279,109,1192,135,78,18,344,247,293,269,68683.25762,0.279316587,SHENANDOAH,,,,TX,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
SHORELINE WA,abies,5363960,6081,53,22787,56986,242,SHORELINE,311.5714286,81.42857143,230.1428571,1962.857143,216.4666667,0,146.5,0.132201672,-912.3333333,142,947.5714286,157.4285714,230.9047612,110.4844064,82,3017.33835,242,-1964208,3025264,KingWashington,"King County, WA",20265,34715,32750,Washington,1967.834399,391351.1821,103,79,37,4686,225,13,212,52,164,165,47,964,141,25,50,417,104,105,382,3001.878757,0.292029815,SHORELINE,,,,WA,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
SHOREWOOD WI,abies,5573725,8055,55,6750,13230,212,SHOREWOOD,289.4336491,119.5663509,169.8672982,2765.548615,220.2,8.4,167,0.323696414,-2370.8,106.1813275,851.994056,131.7125669,260.1688561,205.9540441,52,411.80841,212,656244,2260936,FultonIndiana,"Fulton County, IN",26141,26513,23661,Indiana,1947.498452,359594.5946,82,96,25,9898,272,-111,383,199,-51,205,-51,806,93,30,30,271,118,269,118,1018268.395,0.161381349,SHOREWOOD,,,,WI,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
SIDNEY MT,abies,3067900,37197,30,2467,6174,331,SIDNEY,262.3333333,135.3333333,127,2300.333333,185.75,8.25,177,0.095567003,-3385.142857,76,361.6666667,138.3333333,287.8888957,605.6217765,41,795.12693,331,-616447,2773194,HarperKansas,"Harper County, KS",21226,22876,18773,Kansas,1968.481884,186080.5231,59,148,31,11210,299,-175,474,175,-92,199,-92,357,71,9,65,174,32,156,32,1271274.643,0.034178834,SIDNEY,,,,MT,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
SIDNEY NE,abies,3145295,37097,31,3184,6988,331,SIDNEY,268,135.3333333,132.6666667,2504.333333,149.9,19.05,169.7,0.061793519,-2664.722222,77,458.6666667,165.3333333,291.5555522,1259.601856,51,1797.45306,331,-579862,2035302,CheyenneNebraska,"Cheyenne County, NE",26883,25254,20315,Nebraska,1962.897645,134290.2132,88,165,38,9152,313,-114,427,182,-26,210,-26,435,82,9,71,229,28,194,28,1430311.249,0.013591888,SIDNEY,,,,NE,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
SIESTA KEY FL,abies,1266000,19047,12,8146,6801,232,SIESTA KEY,362,28,334,8326.5,204.8333333,6.166666667,173.8333333,-0.042846432,-110.8333333,97,1310.5,285,326.8333282,0.547826087,92,603.46767,232,1334242,562511,SarasotaFlorida,"Sarasota County, FL",26541,25251,20536,Florida,1974.867116,606565.3433,225,111,49,4242,327,102,225,274,179,274,167,1307,228,36,61,622,172,622,193,639.784918,0.144392034,SIESTA KEY,,,,FL,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
SKOKIE IL,abies,1770122,22053,17,25066,65387,222,SKOKIE,289,116.75,172.25,3197.75,228.9666667,0,162.8,0.3427191,-2335.086957,109,932.25,148.25,275.0833359,186.6366296,52,2595.16998,222,678304,2144435,CookIllinois,"Cook County, IL",30265,32151,32202,Illinois,1961.650606,313590.7046,96,99,26,9804,284,-94,378,218,-35,218,-35,908,101,37,27,296,143,296,143,960840.7455,0.083224464,SKOKIE,,,,IL,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
SOMERVILLE MA,abies,2562535,30099,25,33720,78719,221,SOMERVILLE,294,113,181,2777,245.9166667,1.166666667,147.6666667,0.365304152,-1872.444444,115,1169.5,151.5,266.1666718,14.0601557,62,1069.66587,221,2013619,2419890,MiddlesexMassachusetts,"Middlesex County, MA",21647,34239,34059,Massachusetts,1947.555519,529759.8393,97,110,30,8781,282,-80,362,8,185,209,-18,1115,112,80,9,311,253,253,290,4125.857945,0.061340015,SOMERVILLE,,,,MA,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
SOUTH BEND IN,abies,1871000,24001,18,46324,101144,222,SOUTH BEND,289.6,122.5666667,167.0333333,2992.966667,181.037037,9.361111111,155.0833333,0.369037874,-2308.190476,131.1666667,1001.9,148.6666667,273.8222249,230.758911,61,10818.38823,222,802829,2115921,St. JosephIndiana,"St. Joseph County, IN",20179,29442,29316,Indiana,1958.080438,105659.4999,96,108,28,9589,287,-90,377,215,-18,215,-33,976,102,48,19,288,175,288,179,833276.7468,0.119311667,SOUTH BEND,,,,IN,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
SOUTH DEERFIELD MA,abies,2563620,30063,25,897,1794,221,SOUTH DEERFIELD,271.5,131,140.5,2596.75,132.8888889,22.77777778,165.8888889,0.427910551,-2368.25,113.5,1153.75,149.5,272.75,84.43087971,52,844.33674,221,1892984,2398829,FranklinMassachusetts,"Franklin County, MA",18985,25561,26493,Massachusetts,1962.333333,329677.7547,82,129,32,9385,282,-118,400,132,-31,199,-44,1117,101,78,7,296,250,293,257,122425.7858,0.427466169,S DEERFIELD CDP,,,,MA,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
SOUTH ELGIN IL,abies,1770720,22095,17,7472,22654,222,SOUTH ELGIN,283.3333333,122,161.3333333,2969.333333,168.125,17.0625,185.75,0.352544491,-2526.411765,99.66666667,945,148,277.8333282,233.8843954,52,1859.61282,222,631758,2135439,KaneIllinois,"Kane County, IL",22442,37036,35091,Illinois,1988.70216,243650.5985,89,115,28,10203,288,-117,405,214,-50,214,-50,922,106,32,32,313,128,313,128,1003419.534,0.079874607,S ELGIN,,,,IL,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
